,Date,Open,High,Low,Close
0,2024-01-05 00:00:00+01:00,7398.39990234375,7441.10009765625,7350.2998046875,7420.68994140625
1,2024-01-08 00:00:00+01:00,7406.240234375,7451.169921875,7376.2001953125,7450.240234375
2,2024-01-09 00:00:00+01:00,7457.259765625,7460.18017578125,7400.6201171875,7426.6201171875
3,2024-01-10 00:00:00+01:00,7428.259765625,7454.31982421875,7409.52978515625,7426.080078125
4,2024-01-11 00:00:00+01:00,7466.10986328125,7479.419921875,7382.8798828125,7387.6201171875
5,2024-01-12 00:00:00+01:00,7412.68017578125,7478.66015625,7408.4599609375,7465.14013671875
6,2024-01-15 00:00:00+01:00,7467.7998046875,7479.27001953125,7401.06982421875,7411.68017578125
7,2024-01-16 00:00:00+01:00,7364.10986328125,7399.2900390625,7343.52001953125,7398.0
8,2024-01-17 00:00:00+01:00,7313.259765625,7323.25,7281.10009765625,7318.68994140625
9,2024-01-18 00:00:00+01:00,7346.7099609375,7409.64013671875,7326.4501953125,7401.35009765625
10,2024-01-19 00:00:00+01:00,7446.81982421875,7446.81982421875,7350.68017578125,7371.64013671875
11,2024-01-22 00:00:00+01:00,7436.60986328125,7453.2099609375,7390.68017578125,7413.25
12,2024-01-23 00:00:00+01:00,7449.3798828125,7449.3798828125,7373.22021484375,7388.0400390625
13,2024-01-24 00:00:00+01:00,7414.759765625,7466.919921875,7403.8701171875,7455.64013671875
14,2024-01-25 00:00:00+01:00,7448.0498046875,7466.27001953125,7410.89013671875,7464.2001953125
15,2024-01-26 00:00:00+01:00,7555.0498046875,7645.740234375,7553.64990234375,7634.14013671875
16,2024-01-29 00:00:00+01:00,7643.0400390625,7649.18994140625,7620.52978515625,7640.81005859375
17,2024-01-30 00:00:00+01:00,7660.64990234375,7686.02978515625,7644.72998046875,7677.47021484375
18,2024-01-31 00:00:00+01:00,7691.66015625,7702.9501953125,7653.4501953125,7656.75
19,2024-02-01 00:00:00+01:00,7590.14990234375,7620.93017578125,7570.06982421875,7588.75
20,2024-02-02 00:00:00+01:00,7624.4501953125,7644.1298828125,7588.5,7592.259765625
21,2024-02-05 00:00:00+01:00,7591.77001953125,7606.1201171875,7558.22998046875,7589.9599609375
