,Date,Open,High,Low,Close
0,2024-01-05 00:00:00+01:00,433.29998779296875,435.6499938964844,429.20001220703125,434.25
1,2024-01-08 00:00:00+01:00,432.6000061035156,440.70001220703125,432.29998779296875,438.45001220703125
2,2024-01-09 00:00:00+01:00,438.1499938964844,440.5,434.5,440.5
3,2024-01-10 00:00:00+01:00,442.3999938964844,442.3999938964844,438.70001220703125,440.0
4,2024-01-11 00:00:00+01:00,440.75,444.45001220703125,439.75,441.5
5,2024-01-12 00:00:00+01:00,441.54998779296875,446.95001220703125,439.45001220703125,445.3999938964844
6,2024-01-15 00:00:00+01:00,438.0,438.20001220703125,424.20001220703125,424.20001220703125
7,2024-01-16 00:00:00+01:00,422.04998779296875,426.45001220703125,420.6000061035156,424.79998779296875
8,2024-01-17 00:00:00+01:00,418.70001220703125,423.8500061035156,417.0,422.1000061035156
9,2024-01-18 00:00:00+01:00,421.25,427.0,420.25,426.20001220703125
10,2024-01-19 00:00:00+01:00,428.79998779296875,429.5,424.1499938964844,426.20001220703125
11,2024-01-22 00:00:00+01:00,429.5,429.79998779296875,423.70001220703125,424.75
12,2024-01-23 00:00:00+01:00,427.20001220703125,427.54998779296875,423.25,426.5
13,2024-01-24 00:00:00+01:00,424.75,430.1499938964844,424.75,429.0
14,2024-01-25 00:00:00+01:00,429.8500061035156,432.8999938964844,428.25,432.3999938964844
15,2024-01-26 00:00:00+01:00,436.0,446.5,436.0,445.1000061035156
16,2024-01-29 00:00:00+01:00,443.3500061035156,448.1000061035156,442.0,444.6499938964844
17,2024-01-30 00:00:00+01:00,445.5,450.45001220703125,445.20001220703125,446.29998779296875
18,2024-01-31 00:00:00+01:00,445.0,448.75,444.20001220703125,444.70001220703125
19,2024-02-01 00:00:00+01:00,447.45001220703125,449.3500061035156,443.8999938964844,449.3500061035156
20,2024-02-02 00:00:00+01:00,450.6499938964844,453.95001220703125,446.45001220703125,447.6499938964844
21,2024-02-05 00:00:00+01:00,446.75,455.75,445.8500061035156,455.75
